,Age,Number of Dependents,Number of Referrals,Tenure in Months,Avg Monthly GB Download,Monthly Charge,Total Refunds,Total Long Distance Charges,Total Revenue,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_Não contratado,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Customer Status
2948,0,0,0,16,17.0,72.65,0,751.84,1946.14,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
2949,0,0,0,5,46.0,85.2,0,172.45,647.25,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2950,0,0,0,52,5.0,57.95,0,1759.68,4801.93,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2951,0,0,0,1,8.0,69.65,0,49.24,118.89,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2952,1,0,1,70,20.0,102.95,1,1221.5,8307.76,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2953,0,0,10,62,82.0,101.35,0,933.72,7098.42,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2954,1,0,3,49,14.0,90.05,0,1123.08,5670.33,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
2955,0,0,0,4,0.0,-3.0,0,167.76,246.06,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2956,0,0,1,17,51.0,91.85,0,713.15,2287.6,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
2957,0,0,8,14,10.0,82.65,0,637.98,1822.98,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
2958,1,0,0,59,9.0,68.7,0,1670.88,5891.83,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2959,0,0,0,47,5.0,58.9,0,1238.45,4051.5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2960,0,0,5,71,0.0,24.65,0,3079.27,4789.42,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2961,0,0,1,47,7.0,107.35,0,1773.78,6892.73,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2962,0,0,0,5,20.0,96.55,0,195.65,695.75,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2963,0,0,1,11,30.0,44.05,0,273.13,756.83,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
2964,0,2,3,41,59.0,109.1,0,836.81,5291.06,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2965,0,0,0,52,10.0,63.25,0,2404.48,5876.93,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2966,0,0,0,9,0.0,20.4,0,123.48,305.28,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
2967,0,0,0,9,29.0,43.75,1,366.57,766.37,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2968,0,0,0,10,11.0,80.25,0,271.0,1117.0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2969,0,3,0,12,0.0,19.35,0,206.76,419.06,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
2970,0,0,0,22,59.0,55.15,0,737.66,1930.71,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
2971,0,2,9,52,19.0,68.75,1,286.52,3752.51,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2972,0,0,3,43,20.0,56.15,0,1601.75,4101.05,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
2973,0,0,0,13,27.0,49.15,0,0.0,649.4,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
2974,1,0,0,3,23.0,75.8,0,15.6,271.9,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2975,1,0,1,16,20.0,91.55,0,247.04,1787.09,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2976,1,0,5,45,0.0,24.7,0,2020.95,3195.3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2977,0,0,5,4,58.0,-1.0,0,193.92,519.37,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2978,1,0,0,3,2.0,79.1,0,97.29,343.79,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2979,0,0,1,6,58.0,105.3,0,164.64,709.84,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2980,0,0,0,1,0.0,19.6,0,5.36,24.96,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
2981,0,0,1,70,0.0,24.25,0,1997.8,3721.95,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2982,0,2,1,3,15.0,-4.0,0,0.0,91.7,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
2983,0,0,0,56,0.0,24.9,0,144.48,1478.48,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2984,1,0,0,24,30.0,101.25,0,695.52,3135.67,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2985,1,1,1,25,12.0,98.5,1,494.0,2995.07,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
2986,0,0,0,53,25.0,53.6,0,0.0,2879.2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2987,0,0,0,1,19.0,69.85,0,12.13,81.98,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
2988,1,0,1,25,4.0,90.4,0,881.75,3200.35,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
2989,0,3,1,8,75.0,44.65,0,246.16,615.31,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2990,0,3,1,27,0.0,19.9,0,64.8,614.9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2991,0,0,7,60,4.0,50.05,0,0.0,2911.5,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2992,1,0,0,20,21.0,81.45,0,463.6,2135.2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2993,1,0,0,56,4.0,104.75,0,1936.48,7447.13,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
2994,0,0,0,1,24.0,81.1,0,22.86,103.96,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
2995,0,0,0,42,20.0,66.5,0,1459.92,4222.67,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2996,0,0,0,16,0.0,20.1,0,756.0,1074.6,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
2997,0,2,1,65,19.0,110.8,0,2938.65,10184.55,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2998,1,0,2,20,2.0,91.0,0,777.0,2636.5,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2999,0,0,0,33,18.0,88.95,0,1572.12,4599.77,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
3000,0,0,1,22,0.0,20.45,0,457.16,928.71,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
3001,0,0,0,8,4.0,30.45,0,0.0,226.45,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
3002,0,0,0,44,0.0,20.4,0,61.6,967.15,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3003,0,1,8,72,0.0,26.25,0,185.04,2173.09,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
3004,1,0,0,7,23.0,93.85,0,108.57,744.17,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
3005,0,0,10,51,4.0,78.65,0,1297.95,5248.8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3006,1,0,0,69,27.0,110.25,0,1614.6,9082.15,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3007,0,0,0,57,59.0,39.3,0,0.0,2191.45,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3008,0,0,0,35,16.0,85.15,0,892.85,3923.45,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
3009,0,0,1,2,21.0,70.4,0,92.46,239.61,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
3010,1,0,0,15,12.0,79.4,0,258.45,1414.55,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
3011,0,1,1,22,0.0,19.95,0,822.8,1256.3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3012,0,2,0,53,59.0,62.85,0,2533.93,5953.43,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3013,0,0,0,9,52.0,88.4,0,319.05,1107.65,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3014,0,1,2,32,0.0,18.95,0,1132.48,1746.43,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3015,0,0,10,34,48.0,88.85,0,474.98,3475.23,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3016,0,2,0,54,59.0,61.0,0,224.64,3507.69,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3017,1,0,1,6,23.0,80.5,0,216.72,719.57,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
3018,0,2,9,62,0.0,19.95,0,2973.52,4218.32,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
3019,1,0,3,13,27.0,55.95,0,247.65,982.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
3020,0,1,8,30,0.0,19.3,0,348.0,950.9,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
3021,0,3,5,55,0.0,19.5,0,1992.65,3019.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3022,0,3,5,17,76.0,70.35,0,565.08,1766.73,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3023,0,0,4,7,9.0,81.25,1,85.12,617.86,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3024,0,0,9,18,7.0,95.95,1,532.8,2271.58,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
3025,0,1,1,6,29.0,45.5,0,176.46,461.66,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3026,0,0,0,53,4.0,73.9,0,346.62,4304.87,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3027,0,0,1,16,30.0,73.85,0,287.36,1571.56,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
3028,0,3,10,45,0.0,24.45,0,2128.95,3217.2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3029,1,0,9,64,11.0,97.0,0,240.64,6671.54,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3030,0,0,0,18,48.0,-5.0,0,0.0,801.95,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3031,0,0,9,70,5.0,74.8,0,579.6,5895.4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3032,0,0,0,69,0.0,23.95,0,1534.56,3247.66,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
3033,0,2,4,40,23.0,96.35,0,1176.8,5092.2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3034,0,0,1,21,3.0,102.8,0,350.07,2460.22,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
3035,1,0,0,19,17.0,95.15,0,624.53,2533.78,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
3036,0,1,1,18,19.0,87.9,0,434.88,1935.38,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
3037,0,0,0,2,20.0,62.05,0,74.58,192.88,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3038,0,0,7,33,7.0,59.55,0,0.0,2016.3,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
3039,1,0,0,1,0.0,19.3,0,49.2,68.5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
3040,1,0,9,60,16.0,74.85,0,2934.0,7390.35,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3041,0,0,6,72,17.0,109.75,0,1652.4,9411.3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3042,0,0,0,2,3.0,45.0,0,34.5,160.95,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
3043,0,0,0,63,17.0,79.85,0,807.66,5669.11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3044,0,0,0,12,4.0,67.25,0,549.6,1381.9,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3045,0,0,0,31,20.0,87.6,0,1268.52,4062.77,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3046,0,3,6,71,27.0,89.9,0,2224.43,8681.58,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3047,1,0,9,50,17.0,101.9,0,724.5,5990.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3048,0,0,0,54,7.0,46.2,0,0.0,2431.95,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3049,0,0,0,1,23.0,52.2,0,34.04,86.24,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3050,1,0,0,11,3.0,55.6,1,30.91,596.51,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3051,0,0,1,44,48.0,70.95,1,1302.84,4528.37,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3052,0,0,8,62,28.0,107.6,0,2146.44,9059.14,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3053,0,0,0,57,26.0,86.9,0,2056.56,6995.81,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3054,0,3,1,18,0.0,19.8,0,813.24,1155.54,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
3055,0,0,5,70,42.0,98.7,0,3166.8,10025.7,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3056,0,0,0,21,48.0,99.85,0,522.06,2514.61,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3057,1,0,0,17,2.0,45.05,0,695.81,1466.41,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3058,1,0,3,42,12.0,95.55,0,961.38,4891.98,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3059,0,0,7,21,20.0,79.2,0,304.71,2047.16,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
3060,0,3,0,8,0.0,19.95,0,366.96,537.86,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
3061,0,0,1,18,22.0,57.45,1,51.48,1026.6,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3062,1,0,0,2,28.0,88.55,0,43.14,222.39,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
3063,1,0,0,51,0.0,19.6,0,2420.46,3388.36,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3064,0,3,6,21,23.0,75.9,0,662.55,2212.3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3065,0,0,1,55,42.0,54.55,0,0.0,3028.3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3066,1,0,0,70,7.0,89.75,0,2067.1,8544.3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3067,1,0,0,31,6.0,55.25,0,47.43,1773.08,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
3068,0,0,0,67,85.0,49.35,0,0.0,3321.35,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3069,0,0,0,1,30.0,70.1,0,46.17,116.27,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
3070,0,0,0,21,0.0,19.6,0,353.01,743.41,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3071,0,0,1,22,52.0,69.25,0,706.42,2260.42,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
3072,1,0,0,11,5.0,84.8,0,45.1,951.95,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
3073,0,0,1,72,0.0,25.85,1,2594.16,4460.63,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3074,0,1,6,34,0.0,25.6,0,873.46,1790.61,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3075,0,0,6,29,0.0,20.0,0,803.88,1343.93,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
3076,0,0,2,56,7.0,100.3,0,1464.4,7178.85,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
3077,0,2,7,5,15.0,64.4,0,86.85,403.75,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3078,0,0,0,18,30.0,33.6,0,0.0,550.35,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3079,0,3,4,20,0.0,20.0,1,772.0,1179.92,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
3080,1,0,0,2,30.0,79.6,0,63.82,258.87,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
3081,0,2,0,45,12.0,99.7,0,1059.3,5693.65,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3082,1,0,3,20,3.0,107.05,0,551.2,2723.25,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3083,0,0,0,29,0.0,20.0,0,940.47,1539.77,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
3084,0,0,0,50,14.0,79.6,0,2422.5,6446.7,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
3085,0,0,0,11,52.0,35.8,0,0.0,363.15,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3086,0,1,1,72,59.0,91.95,0,1951.2,8566.1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3087,0,2,0,6,0.0,19.65,0,93.0,193.9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
3088,0,0,0,44,6.0,84.8,0,1767.48,5630.03,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
3089,0,0,1,72,23.0,-10.0,0,872.64,6963.69,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3090,0,0,0,48,46.0,95.4,0,199.2,4644.5,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3091,1,0,0,50,23.0,70.35,0,1261.5,4816.1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3092,0,3,0,1,57.0,24.75,0,0.0,24.75,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3093,0,0,7,36,24.0,60.7,0,0.0,2234.55,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3094,0,1,9,7,0.0,20.25,0,279.86,424.21,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3095,0,0,0,26,27.0,98.35,0,1044.42,3559.72,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
3096,0,0,0,40,0.0,20.15,0,334.4,1139.25,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3097,0,0,5,72,18.0,72.1,0,3063.6,8080.25,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3098,0,0,5,63,20.0,79.8,0,634.41,5668.46,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3099,0,0,5,60,29.0,95.4,0,325.8,6137.8,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3100,0,3,1,47,0.0,19.3,0,120.32,1010.82,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
3101,0,0,0,1,0.0,20.5,0,19.85,40.35,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
3102,0,0,0,25,71.0,79.0,0,188.75,2090.75,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3103,0,0,0,4,22.0,75.65,0,94.0,396.35,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3104,0,0,0,1,14.0,50.1,0,46.49,96.59,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
3105,1,0,1,37,0.0,19.6,0,937.95,1665.75,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3106,1,0,0,4,17.0,84.6,0,26.72,386.82,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3107,0,0,7,72,18.0,75.4,0,3035.52,8515.77,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
3108,0,0,2,67,73.0,105.7,0,1705.82,8522.77,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3109,0,0,7,59,13.0,80.1,0,1195.93,5889.13,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
3110,0,0,0,1,15.0,70.4,0,29.63,100.03,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
3111,0,0,9,43,11.0,94.1,0,2127.64,6234.94,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3112,0,2,1,1,0.0,19.45,0,28.73,48.18,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
3113,0,0,0,4,42.0,70.4,0,164.48,515.48,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
3114,0,0,1,9,69.0,65.0,0,57.15,720.2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
3115,0,3,5,30,21.0,82.05,0,185.7,2875.9,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
3116,0,0,0,13,0.0,19.45,0,601.9,834.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
3117,1,0,1,30,0.0,19.05,0,341.4,978.95,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3118,0,1,4,12,22.0,30.25,0,0.0,368.85,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3119,0,0,8,63,15.0,110.1,0,200.34,6906.04,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
3120,0,1,0,48,0.0,23.55,0,569.28,1742.63,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3121,1,0,1,71,24.0,82.7,0,2664.63,8495.83,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3122,0,0,10,61,0.0,24.4,0,1225.49,2643.39,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
3123,1,0,0,5,0.0,20.05,0,150.7,244.85,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
3124,1,0,1,46,15.0,59.9,0,0.0,2966.65,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
3125,0,0,0,1,0.0,20.2,0,11.25,31.45,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
3126,0,0,1,47,17.0,110.85,0,893.94,6164.81,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
3127,0,0,1,59,5.0,99.5,0,634.84,6595.94,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
3128,1,0,1,5,11.0,81.0,1,236.4,577.41,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
3129,1,0,0,26,0.0,19.8,0,1188.2,1645.5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
3130,0,0,0,40,26.0,65.1,0,462.4,3048.4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3131,1,2,0,1,16.0,60.0,0,43.48,113.48,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
3132,0,3,0,7,0.0,20.25,0,348.81,523.51,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
3133,0,0,1,48,47.0,103.25,0,305.28,5342.83,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
3134,0,0,0,1,0.0,19.9,0,36.63,56.53,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1
3135,0,2,1,11,17.0,29.6,1,0.0,319.21,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3136,0,3,0,8,0.0,19.45,0,15.6,174.8,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
3137,1,0,0,38,2.0,99.55,0,1800.82,5535.07,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
3138,0,1,1,34,0.0,20.8,1,1514.36,2104.19,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
3139,0,3,3,19,0.0,20.2,0,602.3,989.7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3140,1,0,7,70,25.0,113.65,1,2477.3,10167.59,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3141,1,0,1,1,13.0,68.95,0,21.65,90.6,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
3142,0,0,0,4,46.0,79.9,0,172.24,496.54,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
3143,0,0,0,51,0.0,20.65,1,980.73,1982.16,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
3144,0,0,1,35,30.0,62.15,0,858.55,3074.0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
3145,1,0,0,30,2.0,89.9,0,959.1,3682.25,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3146,0,0,4,8,4.0,90.25,0,79.04,822.79,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
3147,0,0,1,4,29.0,25.15,0,0.0,99.95,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3148,0,0,0,10,0.0,19.3,0,454.2,639.4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
3149,0,2,9,72,52.0,104.9,0,2964.96,10502.46,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3150,1,0,0,2,20.0,44.7,0,82.86,176.56,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
3151,0,0,0,23,11.0,-7.0,0,769.12,2446.07,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
3152,0,1,2,50,22.0,103.4,0,1810.5,7046.9,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3153,0,2,2,71,0.0,19.85,0,1195.64,2521.99,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
3154,0,0,0,10,19.0,81.0,0,495.0,1313.05,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
3155,0,0,0,30,82.0,100.2,0,351.9,3335.7,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
3156,0,0,1,29,47.0,80.15,0,754.87,3020.12,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
3157,1,0,0,20,5.0,79.15,0,236.4,1757.3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
3158,0,0,0,18,8.0,25.15,0,0.0,476.8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3159,0,3,6,32,82.0,89.6,0,1551.68,4453.48,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3160,0,2,6,72,0.0,20.1,0,1587.6,2913.85,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3161,0,0,8,72,22.0,103.75,0,1188.0,8664.2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3162,1,0,0,13,4.0,84.45,0,284.44,1343.04,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
